,simulation,hurst
490,491,0.5533752986725875
491,492,0.503747822377151
492,493,0.5294971087004153
493,494,0.5326851400897613
494,495,0.5315322073249813
495,496,0.557393545943009
496,497,0.6005089174493843
497,498,0.5667853988879226
498,499,0.5151082890072244
499,500,0.5372524936020263
500,501,0.4912188849802677
501,502,0.538807857086179
502,503,0.5438291901164999
503,504,0.49999655740182297
504,505,0.5409806175490358
505,506,0.5598888022610213
506,507,0.5452020224331453
507,508,0.5101678184144959
508,509,0.5124589737305462
509,510,0.48966401271185467
510,511,0.5058920452181007
511,512,0.5348328476204812
512,513,0.5149744520845133
513,514,0.5067830688191514
514,515,0.543136072781633
515,516,0.5878832121872754
516,517,0.5490691365029434
517,518,0.5350399289883216
518,519,0.5300083475317857
519,520,0.5495856512572163
520,521,0.49391141142798484
521,522,0.570033429090549
522,523,0.49756766093466265
523,524,0.5650039944193144
524,525,0.5932909029264962
525,526,0.49854140492551136
526,527,0.5418061613366807
527,528,0.5377734021099065
528,529,0.4745190530962862
529,530,0.5283743652998335
530,531,0.49087942149073793
531,532,0.5468504224303115
532,533,0.5232849600697244
533,534,0.5379529364583542
534,535,0.5489000840976856
535,536,0.5441566419215788
536,537,0.5572821421870998
537,538,0.5764493594881989
538,539,0.5270492829154333
539,540,0.536452219609468
540,541,0.514660226747992
541,542,0.5389712489122414
542,543,0.5156930369064526
543,544,0.5300802609671821
544,545,0.6077310290038827
545,546,0.506693721107709
546,547,0.5586780989161777
547,548,0.5743624455190878
548,549,0.5146616807245935
549,550,0.5321647546076674
550,551,0.5659637840368592
551,552,0.541366948322611
552,553,0.6173504279911021
553,554,0.544105349247887
554,555,0.5612162069742992
555,556,0.5197127935308402
556,557,0.5694992643656589
557,558,0.5439674865587468
558,559,0.5196084031200209
559,560,0.551061958418647
560,561,0.5707405773497919
561,562,0.5259732632767238
562,563,0.5638229294506146
563,564,0.5002640940241442
564,565,0.5005201741276929
565,566,0.5384312359008552
566,567,0.57004300876196
567,568,0.516087327777867
568,569,0.5086457237454812
569,570,0.5251750650716269
570,571,0.5192913729717408
571,572,0.5587618998110906
572,573,0.5360009053946589
573,574,0.5369769336362549
574,575,0.5770770013845347
575,576,0.48747798104137463
576,577,0.5571705802437498
577,578,0.5676167206801487
578,579,0.5390879029175449
579,580,0.5677668575345225
580,581,0.49733037651015743
581,582,0.5056568106638409
582,583,0.5083223574028024
583,584,0.5623262927395505
584,585,0.5337058819616652
585,586,0.5138126182029702
586,587,0.5186102902109259
587,588,0.5080370490496869
588,589,0.48825072679623144
589,590,0.5089777171980169
590,591,0.5009060961543438
591,592,0.5161547764235809
592,593,0.6133428975645061
593,594,0.5356901842107065
594,595,0.46268690771835713
595,596,0.5680759858751041
596,597,0.5709599603235805
597,598,0.5429963028130789
598,599,0.5457280181818057
599,600,0.5194784025034783
600,601,0.5896903595907332
601,602,0.5683867703360318
602,603,0.5241874036331186
603,604,0.5266112743109123
604,605,0.5282857298707098
605,606,0.6056669902258979
606,607,0.5249322413497332
607,608,0.5372855224545884
608,609,0.5575416964813975
609,610,0.48869473582429074
610,611,0.5478548532734823
611,612,0.5398318910200527
612,613,0.5821926671029367
613,614,0.5477429652737335
614,615,0.5339037997598955
615,616,0.4981222180555461
616,617,0.5208824780274826
617,618,0.5284055761918024
618,619,0.5465276921738984
